id,timestamp,symbol,direction,confirmation_timestamp,confirmation_close,retest_timestamp,retest_close,calibrated_entry,calibrated_stop,calibrated_target,risk_pct,status,outcome,outcome_r,outcome_timestamp,reason
Bitget_2026-09-22T13:36:39.747485+00:00_CYSUSDT_LONG_0.16676,2026-09-22T13:36:39.747485+00:00,CYSUSDT,LONG,2026-09-22T13:45:00+00:00,0.16786,2026-09-22T13:50:00+00:00,0.16832,0.16832,0.164087142857,,2.514768,SKIPPED,,,,retest stop exceeds 2% risk cap
Bitget_2026-09-22T16:07:51.621583+00:00_PHAUSDT_SHORT_0.04613,2026-09-22T16:07:51.621583+00:00,PHAUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-22T18:50:57.041382+00:00_SOPHUSDT_SHORT_0.003828,2026-09-22T18:50:57.041382+00:00,SOPHUSDT,SHORT,2026-09-22T19:00:00+00:00,0.003811,,,,,,,SKIPPED,,,,no closed-candle retest within 120m
Bitget_2026-09-23T02:34:52.014017+00:00_SXTUSDT_LONG_0.009845,2026-09-23T02:34:52.014017+00:00,SXTUSDT,LONG,2026-09-23T02:40:00+00:00,0.009883,2026-09-23T03:00:00+00:00,0.009919,0.009919,0.009716157143,,2.044993,SKIPPED,,,,retest stop exceeds 2% risk cap
Bitget_2026-09-23T02:58:12.848599+00:00_DASHUSDT_LONG_63.66,2026-09-23T02:58:12.848599+00:00,DASHUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T03:35:15.664832+00:00_BEATUSDT_LONG_0.0912,2026-09-23T03:35:15.664832+00:00,BEATUSDT,LONG,2026-09-23T03:45:00+00:00,0.092,2026-09-23T03:50:00+00:00,0.0919,0.0919,0.090955714286,0.093788571428,1.027514,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-23T03:35:19.671162+00:00_CLANKERUSDT_LONG_14.81,2026-09-23T03:35:19.671162+00:00,CLANKERUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T03:35:43.142392+00:00_WALUSDT_LONG_0.03512,2026-09-23T03:35:43.142392+00:00,WALUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T06:03:05.640087+00:00_KITEUSDT_LONG_0.13756,2026-09-23T06:03:05.640087+00:00,KITEUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T07:43:03.352856+00:00_LABUSDT_LONG_0.0611,2026-09-23T07:43:03.352856+00:00,LABUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T08:15:35.709475+00:00_BSVUSDT_LONG_22.34,2026-09-23T08:15:35.709475+00:00,BSVUSDT,LONG,2026-09-23T08:25:00+00:00,22.73,2026-09-23T08:30:00+00:00,22.71,22.71,22.235,,2.091590,SKIPPED,,,,retest stop exceeds 2% risk cap
Bitget_2026-09-23T08:15:53.342915+00:00_SAHARAUSDT_LONG_0.009992,2026-09-23T08:15:53.342915+00:00,SAHARAUSDT,LONG,2026-09-23T08:25:00+00:00,0.010039,2026-09-23T08:30:00+00:00,0.010039,0.010039,0.009881828571,0.010353342858,1.565608,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-23T09:16:53.622058+00:00_ARBUSDT_LONG_0.2406,2026-09-23T09:16:53.622058+00:00,ARBUSDT,LONG,2026-09-23T09:25:00+00:00,0.242,2026-09-23T09:30:00+00:00,0.2408,0.2408,0.237184285714,0.248031428572,1.501542,RESOLVED,FAIL,-1.0,2026-09-23T10:30:00+00:00,confirmed then retested
Bitget_2026-09-23T09:17:02.414362+00:00_ENSUSDT_LONG_7.121,2026-09-23T09:17:02.414362+00:00,ENSUSDT,LONG,2026-09-23T09:25:00+00:00,7.183,2026-09-23T09:30:00+00:00,7.16,7.16,7.03104285714,7.41791428571,1.801077,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-23T09:59:55.527818+00:00_BUSDT_LONG_0.2289,2026-09-23T09:59:55.527818+00:00,BUSDT,LONG,2026-09-23T10:05:00+00:00,0.2292,2026-09-23T10:30:00+00:00,0.2296,0.2296,0.2272,0.2344,1.045296,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-23T10:00:08.962627+00:00_NILUSDT_LONG_0.09554,2026-09-23T10:00:08.962627+00:00,NILUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T10:33:22.935897+00:00_AAVEUSDT_LONG_148.07,2026-09-23T10:33:22.935897+00:00,AAVEUSDT,LONG,2026-09-23T10:40:00+00:00,148.69,2026-09-23T10:45:00+00:00,148.69,148.69,147.606285714,150.857428571,0.728841,RESOLVED,FAIL,-1.0,2026-09-23T11:25:00+00:00,confirmed then retested
Bitget_2026-09-23T10:33:45.510856+00:00_NILUSDT_LONG_0.09552,2026-09-23T10:33:45.510856+00:00,NILUSDT,LONG,2026-09-23T10:40:00+00:00,0.09681,2026-09-23T10:45:00+00:00,0.09792,0.09792,0.093998857143,,4.004435,SKIPPED,,,,retest stop exceeds 2% risk cap
Bitget_2026-09-23T12:31:00.744230+00:00_ATHUSDT_LONG_0.006025,2026-09-23T12:31:00.744230+00:00,ATHUSDT,LONG,2026-09-23T12:40:00+00:00,0.006048,2026-09-23T12:45:00+00:00,0.006048,0.006048,0.005945971429,0.006252057142,1.686980,RESOLVED,FAIL,-1.0,2026-09-23T14:10:00+00:00,confirmed then retested
Bitget_2026-09-23T14:04:33.701565+00:00_0GUSDT_LONG_0.2583,2026-09-23T14:04:33.701565+00:00,0GUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T17:31:53.963477+00:00_FOLKSUSDT_SHORT_2.298,2026-09-23T17:31:53.963477+00:00,FOLKSUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-23T19:43:08.682516+00:00_APRUSDT_LONG_0.14728,2026-09-23T19:43:08.682516+00:00,APRUSDT,LONG,2026-09-23T19:50:00+00:00,0.14744,2026-09-23T20:50:00+00:00,0.14758,0.14758,0.145995,0.15075,1.073994,RESOLVED,EXPANSION,2.0,2026-09-23T21:40:00+00:00,confirmed then retested
Bitget_2026-09-23T19:43:15.493301+00:00_CYSUSDT_SHORT_0.16688,2026-09-23T19:43:15.493301+00:00,CYSUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-24T03:53:19.302275+00:00_GRVTUSDT_LONG_0.1939,2026-09-24T03:53:19.302275+00:00,GRVTUSDT,LONG,2026-09-24T04:00:00+00:00,0.19453,2026-09-24T04:05:00+00:00,0.19588,0.19588,0.193171571429,0.201296857142,1.382698,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-24T05:03:18.519044+00:00_CAPUSDT_LONG_0.04993,2026-09-24T05:03:18.519044+00:00,CAPUSDT,LONG,2026-09-24T05:10:00+00:00,0.0501,2026-09-24T05:15:00+00:00,0.05038,0.05038,0.049422285714,0.052295428572,1.900981,RESOLVED,FAIL,-1.0,2026-09-24T06:20:00+00:00,confirmed then retested
Bitget_2026-09-24T07:04:41.837621+00:00_CHILLGUYUSDT_SHORT_0.01294,2026-09-24T07:04:41.837621+00:00,CHILLGUYUSDT,SHORT,2026-09-24T07:10:00+00:00,0.01293,2026-09-24T07:15:00+00:00,0.01291,0.01291,0.012983285714,0.012763428572,0.567666,RESOLVED,EXPANSION,2.0,2026-09-24T08:40:00+00:00,confirmed then retested
Bitget_2026-09-24T07:04:48.095986+00:00_GRAMUSDT_SHORT_1.4268,2026-09-24T07:04:48.095986+00:00,GRAMUSDT,SHORT,2026-09-24T07:10:00+00:00,1.4251,2026-09-24T07:15:00+00:00,1.4242,1.4242,1.43359142857,1.40541714286,0.659418,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-24T07:04:50.116254+00:00_IOSTUSDT_SHORT_0.0009067,2026-09-24T07:04:50.116254+00:00,IOSTUSDT,SHORT,2026-09-24T07:10:00+00:00,0.0009055,2026-09-24T07:15:00+00:00,0.000906,0.000906,0.000912551429,0.000892897142,0.723116,RESOLVED,FAIL,-1.0,2026-09-24T07:30:00+00:00,confirmed then retested
