timestamp,provider,symbol
2026-09-22T09:03:58.230169+00:00,Bitget,SOMIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SONICUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SOONUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SOPHUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SPACEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SPELLUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SPKUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SPXUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SQDUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SSVUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STABLEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STEEMUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STGUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STONKUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STRKUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,STXUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SUIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SUNUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SUPERUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SUSHIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SXTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SYNUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,SYRUPUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TAGUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TAIKOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TAOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,THETAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,THEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TIAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TLMUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TLTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TNSRUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TOSHIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TOWNSUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TRBUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TREEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TRIAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TRUMPUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,TRUSTUSDT
